"Batch ${0} only has ${1} quantity available but ${2} is required",,
"Batch Series",,
"Batch Series cannot contain the following characters: /, ?, &, =, %",,
"Batch not set for row ${0}.",,
"Batch public id",,
"Batch set for row ${0}.",,
"Beginning balance",,
"Beginning balance does not match your last closed reconciliation. A reconciled transaction may have been edited or deleted.",,
"Beginning balance may be off",,
Bill,,
"Bill Created","영수증 발행",
Billing,,
Billion,,
Bills,,
Black,"검은색 ",
Blue,파란색,
"Book Id",,
"Book id",,
Both,,
"Both From and To Location cannot be undefined",,
Buildings,건물,
"Can Change Discount",,
"Can Change Rate",,
Cancel,취소,
"Cancel ${0}?",,
"Cancel Button Colour",,
"Cancel or Delete an entry.",,
Cancelled,취소되었습니다.,
"Cannot Commit Error",,
"Cannot Delete","지울 수 없습니다.",
"Cannot Delete Account",,
"Cannot Export",,
"Cannot Import",,
"Cannot Move",,
"Cannot Open File",,
"Cannot add an item to a submitted invoice.",,
"Cannot cancel ${0} ${1} because of the following ${2}: ${3}",,
"Cannot cancel ${0} because of the following ${1}: ${2}",,
"Cannot delete ""${0}"" because it has linked ledger entries or other references.",,
"Cannot delete ${0} ""${1}"" because of linked entries.",,
"Cannot make recurring",,
"Cannot open file",,
"Cannot perform operation.",,
"Cannot read file",,
"Capital Equipments",자산장비,
"Capital Stock",자산주식,
Cash,현금,
"Cash Denominations",,
"Cash Entry","현금 요소",
"Cash In Denominations",,
"Cash In Hand","현금 지불",
Cashflow,"현금 흐름",
Category,,
"Category is required.",,
Ceil,,
"Central Tax",국세,
"Change File","파일 바꾸기",
"Change Ref Type","참조 타입 바꾸기",
"Changes made to settings will be visible on reload.",,
Chargeable,지불해야하는,
"Chart Of Accounts Reviewed","감사 완료된 회계 계통도",
"Chart of Accounts","회계 계통도",
"Chart of accounts (bank)",,
Check,,
"Check Digits",,
"Check for updates",,
"Checked in the reconcile workbench for this session.",,
"Checking for updates…",,
"Check Register",,
"Choose a chart of accounts bank account before saving.",,
"City / Town",시/군/구,
Classic,,
Clear,지움,
"Clear Synced Data From ERPNext SyncQueue",,
"Clearance Date",승인일,
"Clearance Date not set.",,
Cleared,,
"Cleared balance",,
"Click Refresh to retry. If retries keep failing, contact support.",,
"Clicking continue will remove all the selected items.",,
"Client Seq",,
Close,닫기,
"Close LiveBooks Desktop and try manually.",,
"Close POS Shift",,
"Close Quick Search",,
Closed,,
"Closed at",,
Closing,결산,
"Closing ${0} Amount can not be negative.",,
"Closing (Cr)","결산 (대변)",
"Closing (Dr)","결산 (차변)",
"Closing Amount",,
"Closing Amounts",,
"Closing Cash",,
"Closing Cash In Denominations",,
"Closing Date",,
"Closing balance on your statement (the target).",,
"Online statement id",,
Collapse,,
"Collection Factor",,
"Collection Rules",,
Color,색상,
Colour,,
"Column mapping",,
"Commission on Sales","판매 수당",
Common,기타,
Company,,
"Company Logo","회사 로고",
"Company Name","회사 이름",
"Company Setup","회사 셋업",
"Company file moved to ${0}.",,
"Company file moved to ${0}. The previous file could not be retired — please remove or rename it manually so it is not opened as a second copy.",,
Completed,완료,
Condition,조건,
"Connect Banks via Plaid",,
"Connection broken — sign in again.",,
"Connection healthy",,
"Consolidate Columns","열 통합",
Contact,,
Contacts,,
Contains,초함,
"Content hash",,
Continue,,
"Continue submitting Invoice?",,
"Continue submitting Sales Invoice?",,
"Contra Entry",반대기입,
"Conversion Error",,
"Conversion Factor",,
Converted,,
"Cost Of Goods Sold Acc.",,
"Cost of Goods Sold","판매된 물건 비용",
"Could not add transaction.",,
"Could not check for updates.",,
"Could not connect to database file ${0}, please select the file manually",,
"Could not disconnect bank feeds in LiveBooks Online. The local company file will still be deleted.",,
"Could not open the company at ${0}. Please reopen it from the company list.",,
"Could not re-fetch prior bank batches. Upload a CSV/OFX if history is missing.",,
"Could not reach the update server. Check your connection and try again.",,
"Could not reactivate feed.",,
"Could not resolve your Online book for this company file.",,
"Could not save bank connection.",,
"Could not start Plaid Link.",,
"Couldn't find a parent account in the chart of accounts. Add a Bank Accounts (or Liability) group first.",,
"Couldn't finish setting up the bank account.",,
"Couldn't load transactions.",,
"Couldn't save the bank account. Please try again.",,
"Couldn't save the bank account: ${0}",,
"Couldn't save the statement. Please try again.",,
Count,,
"Counter Cash Account",,
Country,국가,
"Country Code","국가 번호",
"Country code used to initialize regional settings.","지역 설정에 국가 번호가 사용되었습니다.",
"Coupon ${0} is not applicable for applied items.",,
"Coupon Code",,
"Coupon Name",,
Coupons,,
Courier,"운송 업체",
Cr.,,
"Cr. ${0}",,
Create,생성,
"Create Demo","데모 생성",
"Create Payment.",,
"Create Purchase","결제 생성",
"Create Purchase Invoice","결제 인보이스 생성",
"Create Sale","판매 생성",
"Create Sales Invoice","판매 인보이스 생성",
"Create a demo company to try out LiveBooks Desktop",,
"Create a new company and store it on your computer",,
"Create a new company or select an existing one from your computer",,
"Create a new entry of the same type as the List View",,
"Create all due",,
"Create new ${0} entry?",,
"Create your first purchase invoice from the created supplier","공급자로부터 첫 결제 인보이스 생성",
"Create your first sales invoice for the created customer","고객로부터 새로운 판매 인보이스 생성",
"Create: ${0}",,
Created,생성됨,
"Created ${0} recurring payments",,
"Created 1 recurring payment",,
"Created At",,
"Created By",작성자,
"Created recurring payment",,
"Creating Items and Parties","아이템과 단체 생성중",
"Creating Journal Entries","저널 항목 생성중",
"Creating Purchase Invoices","구매 인보이스 생성중",
Credit,대변,
"Credit Card Entry","신용 카드 항목",
"Credit Note","신용 전표",
"Credit card",,
"Credit column (optional)",,
Creditors,채권자,
Currency,통화,
"Currency Name",통화명,
Current,현재,
"Current Assets","현재 자산",
"Current Liabilities","유동 부채",
"Custom Field",,
"Custom Fields",,
"Custom Form",,
"Custom Hex","사용자 16진수 설정",
Customer,고객,
"Customer / vendor",,
"Customer Created","고객 생성됨",
"Customer Currency","고객 통화",
"Customer has no loyalty points to redeem",,
Customers,고객,
"Customers & Suppliers",,
Customizations,,
"Customize Form",,
"Customize your invoices by adding a logo and address details","로고와 상세 주소를 추가하여 인보이스를 만들기",
Daily,,
"Dark mode",,
Dashboard,대시보드,
Data,,
"Data Sync Interval (In Minutes)",,
"Database Error",,
Date,날짜,
"Date Format","날짜 형식",
"Date Time",,
Day,,
Days,,
Debit,차변,
"Debit Note",차변표,
"Debit column (optional)",,
Debtors,채무자,
December,,
"Decrease print template display scale",,
Default,,
"Default Account","기본 계정",
"Default Cash Denominations",,
"Default Location",,
Defaults,,
Delete,삭제,
"Delete ${0}?","${0} 를 삭제합니까?",
"Delete Account",,
"Delete Failed","삭제에 실패하였습니다.",
"Delete Group",,
"Delete Permanently",,
"Delete account",,
"Delete account and disconnect bank from Plaid?",,
"Delete and disconnect institution",,
"Delete this account?",,
"Deleted ${0} account(s).",,
"Deleted imported lines by mistake? Re-queue batches LiveBooks Online still has (typically within 90 days). This replays saved imports — it does not fetch brand-new bank history from Plaid or undo journals you posted. Then open Bank Account Activity for each mapped ledger account.",,
Delivered,,
Denomination,,
Deposit,,
"Deposits and income (match the deposits column on your statement).",,
Depreciation,감가상각,
"Depreciation Entry","감가상각 항목",
Description,설명,
Details,상세,
"Device ID",,
"Device Id",,
"Device is offline. Please connect to a network to continue.",,
Difference,,
"Difference Amount",,
"Direct Expenses","직접 비용",
"Direct Income","직접 수입",
"Directory for database file ${0} does not exist, please select the file manually",,
Disabled,,
"Disabled (archived)",,
Disconnect,,
"Disconnect Feed",,
"Disconnect Feed pauses imports for that account. The mapping stays; use Reactivate feed to resume.",,
"Disconnect LiveBooks Online?",,
"Disconnect entire bank from Plaid?",,
"Disconnect feed",,
"Disconnect feed?",,
"Disconnect institution",,
"Disconnect this computer",,
"Disconnected from LiveBooks Online",,
"Disconnecting the last account for a bank removes the whole Plaid connection until you connect again.",,
"Discount Account","할인 계정",
"Discount Account is not set.","할인 계정이 설정되지 않았습니다.",
"Discount Amount",할인액,
"Discount Amount (${0}) cannot be greated than Amount (${1}).","할인액이(${0}) 총액(${1})보다 큽니다.",
"Discount Percent",할인율,
"Discount Percent (${0}) cannot be greater than 100.","할인율(${0})은 100보다 클 수 없습니다.",
"Discount Percentage",,
"Discount Type",,
"Discounted Amount",할인액,
Discounts,할인,
Discrepancy,,
Dismiss,,
"Display Amount In Words",,
"Display Description In Invoice",,
"Display Doc",,
"Display Logo in Invoice","인보이스에 로고 표시",
"Display Precision","정확도 표시 수준",
"Display Precision should have a value between 0 and 9.","정확도 표시 수준은 0과 9사이여야 합니다.",
"Display Scale",,
"Display Terms and Conditions",,
"Display Time In Invoice",,
"Display Zoom",,
"Dividends Paid","배당 지급액",
"Do not Contact",,
"Doc ${0} ${1} not set",,
Docs,문서,
Document,,
"Document Name",,
"Document No.",,
Documentation,"설명 보기",
"Does Not Contain","포함하지 않음",
Done,,
"Done. New files: ${0}",,
Dr.,,
"Dr. ${0}",,
Draft,초안,
Duplicate,복제,
"Duplicate Entry",,
"Duplicate Template",,
"Duplicate columns found: ${0}",,
"Duties and Taxes","세금 및 이용료",
"Dynamic Link",,
"ERP Sync Items",,
"ERPNext Sync Queue",,
"ERPNext Sync Settings",,
"Earnest Money",예약금,
Edit,,
Eight,,
Eighteen,,
Eighty,,
"Electronic Equipments","전자 장비",
Eleven,,
Email,이메일,
"Email Address","이메일 주소",
Empty,비었음,
"Empty file selected",,
"Empty payload",,
"Enable Barcodes",,
"Enable Batches",,
"Enable Coupon Code",,
"Enable Discount Accounting","할인 회계 활성화",
"Enable ERPNext Sync",,
"Enable Form Customization",,
"Enable Inventory",,
"Enable Invoice Returns",,
"Enable Item Enquiry",,
"Enable Item Group",,
"Enable Lead",,
"Enable Loyalty Program",,
"Enable Partial Payment",,
"Enable Partial payment to pay partial amount",,
"Enable Point of Sale",,
"Enable Price List",,
"Enable Pricing Rule",,
"Enable Serial Number",,
"Enable UOM Conversion",,
Enabled,,
"Enabled For",,
"Ending balance",,
"Ending balance (target)",,
Endpoints,,
"Enter Country to load States","국가 입력에 주(State) 입력",
"Enter State","주(State) 입력",
"Enter account name, opening date, and opening balance.",,
"Enter barcode",,
"Enter the closing balance from your PDF (for example 5200.00).",,
"Enter the period end and closing balance from your bank PDF. After you import CSV lines below, the reconcile workbench compares line totals to this balance.",,
"Enter the statement end date and closing balance from your PDF.",,
"Enter the statement end date from your PDF.",,
"Enter weight barcode",,
"Enter your LiveBooks Online authenticator or backup code to continue.",,
"Enter your LiveBooks Online authenticator or backup code to link a bank account.",,
"Enter your LiveBooks Online authenticator or backup code to sync bank statements.",,
"Enter your LiveBooks Online authenticator or backup code to view bank feed status.",,
"Enter your statement details, then match withdrawals to Money out and deposits to Money in—the same layout as most bank PDFs.",,
"Entertainment Expenses",접대비,
Entry,,
"Entry Currency",,
"Entry Label",,
"Entry No","항목 번호",
"Entry No.",,
"Entry Type","항목 타입",
"Entry has Grand Total ${0}. Please verify amounts.",,
"Entry type",,
Equity,자기자본,
Error,오류,
"Exchange Gain/Loss",환차손,
"Exchange Rate",환율,
"Exchange Rate Cache",,
"Exchange rate is unavailable offline. Connect to the internet or set the rate manually.",,
"Excise Entry","소비세 항목",
Exclude,,
Excluded,,
"Excluded count",,
"Excluded transactions stay out of your ledger and reconciliation math. Restore brings a row back to For Review.",,
"Existing Company",,
Expand,,
"Expected Amount",,
Expense,비용,
"Expense Account","비용 계정",
Expenses,비용,
"Expenses Included In Valuation","평가에 포함된 비용",
Expired,,
"Expiry Date",,
"Expiry Duration",,
Export,내보내기,
"Export (CSV)",,
"Export Failed","내보내기 실패",
"Export Format",,
"Export Successful","내보내기 성공"," "
"Export Wizard",,
"External id",,
"FBooks Integration Version",,
Failed,,
"Failed to finish reconcile.",,
"Failed to load batches",,
Fax,팩스,
Features,,
February,,
"Feed disconnected for this account. Other accounts at this institution may keep syncing.",,
"Feed paused — reactivate to import again",,
"Feed reactivated. Imports will resume on the next sync.",,
"Feed version",,
"Feed window",,
"Fetch Data From ERPNext",,
"Fetch From ERPNext Queue",,
Field,필드,
Fieldname,"필드 이름",
"Fieldname ${0} already exists for ${1}",,
"Fieldname ${0} already used for Custom Field ${1}",,
Fieldtype,,
Fifteen,,
Fifty,,
"File ${0} does not exist.",,
"File selection failed",,
"Fill date, payee, category, and a non-zero amount.",,
Filter,필터,
"Filter by Group",,
"Finish Reconcile",,
"Fiscal Year","회계 연도",
"Fiscal Year End Date","회계 연도 종료",
"Fiscal Year Start Date","회계 연도 시작",
Five,,
"Fix Failed",,
"Fixed Asset","고정 자산",
"Fixed Assets","고정 자산",
Float,,
Floor,,
"Following cells have errors: ${0}.",,
"Following links do not exist: ${absentLinks .map((l) =>",,
Font,서체,
"For Purchase",,
"For Review",,
"For Sales",,
"Forbidden Error",,
"Form Section",,
"Form Tab",,
"Form Type",,
Forty,,
Four,,
Fourteen,,
Fr,,
Fraction,비율,
"Fraction Units","비율 단위",
"Free Item",,
"Free item ""${0}"" was not added due to zero quantity",,
"Free items out of stock: ${0}",,
"Freight and Forwarding Charges","화물 및 전달 비용",
Frequency,,
From,,
"From Account",계정으로부터,
"From Account and To Account cannot be the same.",,
"From Date","시작 일자",
"From Lead",,
"From Loc.",,
"From Year","시작 년도",
"From date",,
"From your last reconcile (locked).",,
"Full Name",이름,
"Furnitures and Fixtures","집기 및 비품",
GST,,
"GSTIN No.","N° GSTIN",
GSTR1,GSTR1,
GSTR2,GSTR2,
"Gain/Loss on Asset Disposal","자산 처리 차익/손실",
General,일반,
"General Ledger","총 원장",
"Get Started",시작하기,
"Give feedback",,
Global,,
"Go back to the previous page",,
"Got two minutes? Tell us what’s broken and whether you’d use encrypted Online backup.",,
Gram,,
"Grand Total",총계,
"Greater Than","보다 큰",
Green,초록색,
"Grid View",,
"Group By","묶기 ",
"Group Deleted",,
HSN/SAC,,
"HSN/SAC Code","Code HSN/SAC",
"Half Yearly",반년마다,
"Half Years",반년마다,
"Has Batch",,
"Has Serial Number",,
"Height (in cm)",,
Held,,
"Held Button Colour",,
Help,도움말,
"Hex Value","16진수 값",
"Hidden values will be visible on Print on.",,
"Hide Get Started","시작하기 숨기기 (좌측 사이드바 최상단 메뉴)",
"Hide Group Amounts","그룹 총액 춤기기",
"Hide Month/Year",,
"Hide Unavailable Items",,
"Hide debit/credit and reference columns",,
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.","사이드바에서 시작하기를 숨깁니다. 프로그램을 재시작하거나 새로고침하면 본 사항이 적용됩니다.",
"History of cleared transactions. Click Undo to send a row back to For Review. If a row is already reconciled, you'll be warned before it can throw off your beginning balance.",,
"Hold Q and type digits to set selected item quantity",,
Hour,,
Hundred,,
"I've verified — try again",,
ID,,
INR,,
"If any entry form is open, save the details. Otherwise, save the invoice.",,
"If any entry form is open, your entry will be canceled. Otherwise the selected items will be removed.",,
"Ignore Pricing Rule",,
"Ignore reason",,
Ignored,,
Image,이미지,
"Import CSV/OFX",,
"Import Complete",,
"Import Data","데이터 가져오기",
"Import Data.",,
"Import Lists (CSV)",,
"Import Type","가져오기 타입",
"Import Wizard",,
"Import accounts, customers, vendors, items, and other lists from a CSV file",,
"Import bank statement",,
"Import transactions",,
"Imported ${0} transaction(s).",,
"Imported at",,
"Imported lines land in For Review. Nothing posts until you Add or Match. If auto-staging is off in Bank Feed Settings, use Pull bank feed.",,
"Importer not set, reload tool",,
"In progress",,
"In stock",,
Inactive,,
"Inbox of imported bank activity. Pick a category and Add it to your books, or Match it to an existing entry. Excluded items move to the Excluded tab and are hidden from your reports.",,
"Include Cancelled","포함 취소",
Income,수입,
"Income Account","수입 계정",
"Increase print template display scale",,
Indigo,,
"Indirect Expenses","간접 비용",
"Indirect Income","간접 수입",
Inflow,유입,
"Initial Sync Data",,
"Instance Id","인스턴스 ID",
"Insufficient Quantity",,
"Insufficient Quantity.",,
"Insufficient Quantity. Item ${0} has only ${1} quantities available. you selected ${2}",,
Int,,
"Integration Error Log",,
Interested,,
"Intergrated Tax","종합 세금",
"Internal Precision","내부 정확도",
"Invalid HSN Code.",,
"Invalid Key Error",,
"Invalid Quantity for Item ${0}",,
"Invalid barcode value ${0}.",,
"Invalid value ${0} for ${1}","${1}에 값 ${0}을 입력할 수 없습니다.",
"Invalid value found for ${0}",,
Inventory,,
"Inventory Items",,
"Inventory Settings",,
Investments,투자,
Invoice,인보이스,
"Invoice Created","인보이스 생성",
"Invoice Date","인보이스 생성일",
"Invoice Item",,
"Invoice No","인보이스 번호",
"Invoice No.","인보이스 번호.",
"Invoice Value","인보이스 값",
"Invoice payments cannot be made recurring. Use Check Register for recurring payees.",,
Invoices,인보이스,
Is,는,
"Is Coupon Code Based",,
"Is Custom",,
"Is Empty","는 비어있음",
"Is Enabled",,
"Is Group","는 그룹임",
"Is Landscape",,
"Is Not","는 아님",
"Is Not Empty","는 비어있지 않음",
"Is POS Shift Open",,
"Is Price List Enabled",,
"Is Pricing Rule Enabled",,
"Is Recursive",,
"Is Required",,
"Is Sync Enabled",,
"Is Whole","는 모든",
Item,아이템,
"Item ${0} has Zero Quantity",,
"Item ${0} is a batched item",,
"Item ${0} is not a batched item",,
"Item ${0} is out of stock (quantity is zero)",,
"Item ${0} not found",,
"Item ${0} not in Stock",,
"Item ${0} only has ${1} Quantity",,
"Item ${0} only has ${1} Quantity in batch ${2}",,
"Item Code",,
"Item Code Digits",,
"Item Description","아이템 설명",
"Item Discounts",,
"Item Enquiry",,
"Item Group",,
"Item Name","아이템 이름",
"Item Prices",,
"Item Visibility",,
"Item enquiry submitted",,
"Item with From location not found",,
"Item with To location not found",,
"Item with barcode ${0} not found.",,
ItemCode,,
Items,아이템,
"Items (Payables)",,
"Items (Receivables)",,
January,,
"John Doe",,
"Journal Entries","저널 항목",
"Journal Entry","저널 항목",
"Journal Entry Account","저널 항목 계정",
"Journal Entry Number Series",,
"Journal Entry Print Template",,
July,,
June,,
"Key Hints",,
Kg,,
Kind,,
Label,,
Language,언어,
"Last reconciled",,
"Last statement balance",,
"Last successful Plaid apply",,
"Last sync",,
Lead,,
"Ledger account",,
"Ledger balance",,
"Ledger device id",,
"Ledger entry",,
"Ledger name",,
"Left Index","좌측 요소",
"Legal Expenses","법리 비용",
"Less Filters","더 적은 필터",
"Less Than","보다 적은",
Liability,부채,
Limit,,
Lines,,
Link,,
"Link Validation Error",,
"Linked Entries",,
List,목록,
"List View",,
"Live Feeds",,
"LiveBooks Online",,
"LiveBooks Online account connected",,
"LiveBooks Online — checking connection",,
"LiveBooks Online — connected",,
"LiveBooks Online — sign in or manage",,
"LiveBooks Online — signed in, server unreachable",,
"LiveBooks Desktop Version",,
"LiveBooks Desktop does not have access to the selected file: ${0}",,
"Load an existing company from your computer",,
"Loading Plaid accounts…",,
"Loading Report...","보고서 불러오는중…",
"Loading Workspace…",,
"Loading accounts…",,
"Loading feeds…",,
"Loading instance...",,
"Loading manual banks…",,
"Loading transactions…",,
Loading...,불러오는중…,
Loading…,,
"Loans (Liabilities)","대출 (부채)",
"Loans and Advances (Assets)","대출과 선금 (자산)",
"Local Mutation",,
Locale,로케일,
Location,,
"Location Name",,
Logo,로고,
"Loser Device",,
"Loser Payload",,
"Loser Updated At",,
"Loyalty Point Entry",,
"Loyalty Points",,
"Loyalty Points Redemption",,
"Loyalty Program",,
"Loyalty Program Tier",,
"Loyalty program has expired and cannot be applied",,
"Loyalty program has expired or reached maximum usage",,
"Make Entry","항목 생성",
"Make Payment On Submit",,
"Make Purchase Receipt On Submit",,
"Make Shipment On Submit",,
"Make recurring…",,
"Manage Online",,
"Mandatory Error","필수값 에러",
Manual,,
"Manual Banks",,
"Manual CSV",,
"Manual OFX/QBO/QFX",,
"Manual bank added.",,
"Manual banks",,
Manufacture,,
"Manufacture Date",,
"Map accounts",,
"Map each Plaid account to one ledger account. A ledger account can only be linked once — already-used accounts are disabled in the dropdown.",,
"Mapping saved.",,
"Mar 23, 2022",,
March,,
"Mark ${0} as submitted?",,
"Marketing Expenses","홍보 비용",
Match,,
"Match status",,
"Match your columns for ${0}",,
Matched,,
"Matched ref. name",,
"Matched ref. type",,
"Matched to",,
"Matched to ${0} ${1}.",,
"Material Issue",,
"Material Receipt",,
"Material Transfer",,
"Max Amount",,
"Max Qty (As Per Stock Unit)",,
Maxed,,
