"Additional ${0} Serial Numbers required for ${1} quantity of ${2}.","Extra ${0} serienummers vereist voor ${1} hoeveelheid van ${2}.",
"Additional quantity (${0}) required${1} to make outward transfer of item ${2} from ${3} on ${4}","Extra hoeveelheid (${0}) vereist${1} om uitgaande transfer van item ${2} van ${3} op ${4} uit te voeren",
Address,Adres,
"Address Display","Adres Weergave",
"Address Line 1","Adresregel 1",
"Address Line 2","Adresregel 2",
"Address Name","Adres Naam",
"Adjust interface size in 10% steps",,
"Administrative Expenses","Administratieve Kosten",
Alert,,
All,Alle,
"Allow to bypass filters",,
Amount,Bedrag,
"Amount (bank)",,
"Amount Paid","Betaald Bedrag",
"Amount must be greater than 0.",,
"Amount: ${0} and writeoff: ${1} is less than the total amount allocated to references: ${2}.","Bedrag: ${0} en afschrijving: ${1} is minder dan het totale bedrag toegewezen aan referenties: ${2}.",
"Amount: ${0} is less than the total amount allocated to references: ${1}.","Bedrag: ${0} is minder dan het totale bedrag toegewezen aan referenties: ${1}.",
Amounts,Bedragen,
"An account with this name already exists.",,
"An entry is cancelled only if it is in the submitted state.","Een invoer wordt alleen geannuleerd als deze zich in de ingediende status bevindt.",
"An entry is submitted only if it is submittable and is in the saved state.","Een item wordt alleen ingediend als het indienbaar is en zich in de opgeslagen status bevindt.",
"An error occurred.","Er is een fout opgetreden.",
And,,
Annual,,
"Applicable anywhere in LiveBooks Desktop",,
"Applicable when POS is open",,
"Applicable when Quick Search is open","Van toepassing wanneer Snelzoeken is geopend",
"Applicable when Template Builder is open","Van toepassing wanneer Template Builder is geopend",
"Applicable when a entry is open in the Form view or Quick Edit view","Van toepassing wanneer een invoer geopend is in de formulierweergave of de snelbewerkingsweergave",
"Applicable when the List View of an entry type is open","Van toepassing wanneer de lijstweergave van een invoertype geopend is.",
"Application of Funds (Assets)","Toepassing van fondsen (Activa)",
"Applied Coupon Codes",,
"Applied Items",,
"Applied count",,
Apply,,
"Apply Discount After Tax","Korting toepassen na Belasting",
"Apply Price List",,
"Apply and view changes made to the print template","Wijzigingen in de afdruksjabloon toepassen en bekijken",
Applying,,
"Applying bank feed updates…",,
April,April,
"Archive account",,
"Archive account and disconnect bank from Plaid?",,
"Archive and disconnect institution",,
"Archive this account?",,
"Archived bank accounts stay in the ledger for history but are hidden from bank feeds and most pickers.",,
"Archiving hides ""${0}"" from your daily bank feeds and most pickers, but keeps your historical reports accurate. Unreviewed feed lines for this account will be marked excluded. Automatic imports for this Plaid sub-account stop; other linked accounts under ${1} can keep syncing.",,
"Archiving hides ""${0}"" from your daily bank feeds and most pickers, but keeps your historical reports accurate. Unreviewed feed lines for this account will be marked excluded. This is the last sub-account still syncing under ${1}; archiving will also disconnect the entire institution from Plaid until you connect the bank again.",,
"Archiving hides this account from your daily bank feeds and most pickers, but keeps your historical reports accurate. Unreviewed feed lines for this account will be marked excluded.",,
Arial,Arial,
"As Of Date",,
"As of",,
"Ascending Order","Oplopende volgorde",
Asset,Activa,
"Attach Image","Afbeelding bijvoegen",
Attachment,Bijlage,
"Attempt count",,
August,Augustus,
"Auth Token",,
"Auto Payments","Automatische Betalingen",
"Auto Stock Transfer","Automatische voorraadoverdracht",
"Auto-stage new Plaid batches into Bank Account Activity (For Review).",,
Autocomplete,"Automatisch aanvullen",
"Automatic updates are not enabled for this build.",,
"Available Loyalty Points",,
Back,Terug,
"Back Reference","Terug Verwijzing",
"Bad import data, could not read file.","Slechte importgegevens, kon bestand niet lezen.",
Balance,Balans,
"Balance Amount","Saldo Bedrag",
"Balance Sheet",Balansverslag,
"Balance as of today",,
Balanced,,
Bank,Bank,
"Bank Account Activity",,
"Bank Accounts",Bankrekeningen,
"Bank Entry","Bank invoer",
"Bank Feed",,
"Bank Feed Settings",,
"Bank Name","Naam Bank",
"Bank Overdraft Account","Debetsaldo bank",
"Bank Statement",,
"Bank Statement Line",,
"Bank account",,
"Bank account balance",,
"Bank account created, but the opening balance could not be posted: ${0}",,
"Bank account name",,
"Bank feed",,
"Bank feed catch-up paused",,
"Bank feed updates applied to For Review.",,
"Bank feeds paused — acknowledge old import batches in Desktop to resume.",,
"Bank feeds paused — open Desktop and acknowledge old import batches to resume.",,
"Bank institution disconnected from Plaid. You can still use manual CSV uploads.",,
"Bank linked. Accounts will appear below after a short sync.",,
"Bank reference",,
"Bank sync paused. Verify your identity in LiveBooks Cloud to resume downloading transactions.",,
Banking,,
Barcode,Barcode,
"Barcode ${0} has an invalid length.",,
"Barcode must be exactly 12 digits.",,
"Base Grand Total","Basis Totaal",
"Based On","Gebaseerd op",
Batch,Batch,
"Batch ${0} does not belong to Item ${1}",,
"Batch ${0} only has ${1} quantity available but ${2} is required",,
"Batch Series",,
"Batch Series cannot contain the following characters: /, ?, &, =, %",,
"Batch not set for row ${0}.","Batch niet ingesteld voor rij ${0}.",
"Batch public id",,
"Batch set for row ${0}.","Batch ingesteld voor rij ${0}.",
"Beginning balance",,
"Beginning balance does not match your last closed reconciliation. A reconciled transaction may have been edited or deleted.",,
"Beginning balance may be off",,
Bill,,
"Bill Created","Rekening Gemaakt",
Billing,Facturatie,
Billion,,
Bills,,
Black,Zwart,
Blue,Blauw,
"Book Id",,
"Book id",,
Both,Beide,
"Both From and To Location cannot be undefined","Zowel de Van als de Naar locatie kunnen niet ongedefinieerd zijn",
Buildings,Gebouwen,
"Can Change Discount",,
"Can Change Rate",,
Cancel,Annuleren,
"Cancel ${0}?","${0} annuleren?",
"Cancel Button Colour",,
"Cancel or Delete an entry.","Een invoer Annuleren of Wissen.",
Cancelled,Geannuleerd,
"Cannot Commit Error","Kan niet toewijzen Fout",
"Cannot Delete","Kan niet verwijderen",
"Cannot Delete Account","Kan account niet verwijderen",
"Cannot Export","Kan niet exporteren",
"Cannot Import","Kan niet importeren",
"Cannot Move",,
"Cannot Open File","Kan bestand niet openen",
"Cannot add an item to a submitted invoice.",,
"Cannot cancel ${0} ${1} because of the following ${2}: ${3}","Kan ${0} ${1} niet annuleren vanwege de volgende ${2}: ${3}",
"Cannot cancel ${0} because of the following ${1}: ${2}","Kan ${0} niet annuleren vanwege de volgende ${1}: ${2}",
"Cannot delete ""${0}"" because it has linked ledger entries or other references.",,
"Cannot delete ${0} ""${1}"" because of linked entries.","Kan ${0} “”${1}“” niet verwijderen vanwege gekoppelde invoeren.",
"Cannot make recurring",,
"Cannot open file","Kan bestand niet openen",
"Cannot perform operation.","Kan de bewerking niet uitvoeren.",
"Cannot read file","Kan bestand niet lezen",
"Capital Equipments","Kapitaal Uitrusting",
"Capital Stock","Eigen Kapitaal",
Cash,Contant,
"Cash Denominations","Contante Bedragen",
"Cash Entry","Contante Invoer",
"Cash In Denominations",,
"Cash In Hand","Contant geld in Kas",
Cashflow,Cashflow,
Category,,
"Category is required.",,
Ceil,,
"Central Tax","Centrale BTW",
"Change File","Bestand wijzigen",
"Change Ref Type","Referentietype wijzigen",
"Changes made to settings will be visible on reload.","Wijzigingen aan instellingen zullen zichtbaar zijn bij het herladen.",
Chargeable,Belastbaar,
"Chart Of Accounts Reviewed","Beoordeeld Rekeningschema Nagekeken",
"Chart of Accounts",Rekeningschema,
"Chart of accounts (bank)",,
Check,Controleer,
"Check Digits",,
"Check for updates",,
"Checked in the reconcile workbench for this session.",,
"Checking for updates…",,
"Cheque Register",,
"Choose a chart of accounts bank account before saving.",,
"City / Town","Stad / Gemeente",
Classic,,
Clear,Goed,
"Clear Synced Data From ERPNext SyncQueue",,
"Clearance Date","Datum Goedkeuring",
"Clearance Date not set.",,
Cleared,,
"Cleared balance",,
"Click Refresh to retry. If retries keep failing, contact support.",,
"Clicking continue will remove all the selected items.",,
"Client Seq",,
Close,Sluiten,
"Close LiveBooks Desktop and try manually.",,
"Close POS Shift","POS-Shift sluiten",
"Close Quick Search","Snelzoeken sluiten",
Closed,,
"Closed at",,
Closing,Afsluiting,
"Closing ${0} Amount can not be negative.","Eindbedrag ${0} kan niet negatief zijn.",
"Closing (Cr)","Afsluiting (Cr)",
"Closing (Dr)","Afsluiting (Dr)",
"Closing Amount",Eindbedrag,
"Closing Amounts",,
"Closing Cash",,
"Closing Cash In Denominations","Geld in Coupures sluiten",
"Closing Date",Sluitingsdatum,
"Closing balance on your statement (the target).",,
"Cloud statement id",,
Collapse,Inklappen,
"Collection Factor",,
"Collection Rules",,
Color,Kleur,
Colour,,
"Column mapping",,
"Commission on Sales","Commissie op Verkopen",
Common,Algemeen,
Company,Bedrijf,
"Company Logo",Bedrijfslogo,
"Company Name",Bedrijfsnaam,
"Company Setup","Oprichting Bedrijf",
"Company file moved to ${0}.",,
"Company file moved to ${0}. The previous file could not be retired — please remove or rename it manually so it is not opened as a second copy.",,
Completed,Voltooid,
Condition,Voorwaarde,
"Connect Banks via Plaid",,
"Connection broken — sign in again.",,
"Connection healthy",,
"Consolidate Columns","Kolommen samenvoegen",
Contact,,
Contacts,Contacten,
Contains,Bevat,
"Content hash",,
Continue,,
"Continue submitting Invoice?",,
"Continue submitting Sales Invoice?","Verkoopfactuur blijven indienen?",
"Contra Entry","Contra Invoer",
"Conversion Error",Conversiefout,
"Conversion Factor",Conversiefactor,
Converted,,
"Cost Of Goods Sold Acc.","Kostprijs van Verkochte Goederen Acc.",
"Cost of Goods Sold","Kosten van Verkochte Goederen",
"Could not add transaction.",,
"Could not check for updates.",,
"Could not connect to database file ${0}, please select the file manually","Kan geen verbinding maken met databasebestand ${0}, selecteer het bestand handmatig.",
"Could not disconnect bank feeds in LiveBooks Cloud. The local company file will still be deleted.",,
"Could not open the company at ${0}. Please reopen it from the company list.",,
"Could not re-fetch prior bank batches. Upload a CSV/OFX if history is missing.",,
"Could not reach the update server. Check your connection and try again.",,
"Could not reactivate feed.",,
"Could not resolve your cloud book for this company file.",,
"Could not save bank connection.",,
"Could not start Plaid Link.",,
"Couldn't find a parent account in the chart of accounts. Add a Bank Accounts (or Liability) group first.",,
"Couldn't finish setting up the bank account.",,
"Couldn't load transactions.",,
"Couldn't save the bank account. Please try again.",,
"Couldn't save the bank account: ${0}",,
"Couldn't save the statement. Please try again.",,
Count,Tellen,
"Counter Cash Account","Tegenrekening Contant",
Country,Land,
"Country Code",Landcode,
"Country code used to initialize regional settings.","Landcode gebruikt om regionale instellingen te initialiseren.",
"Coupon ${0} is not applicable for applied items.",,
"Coupon Code",,
"Coupon Name",,
Coupons,,
Courier,Courier,
Cr.,Cr.,
"Cr. ${0}","Cr. ${0}",
Create,Maak,
"Create Demo","Demo Aanmaken",
"Create Payment.",,
"Create Purchase","Aankoop Aanmaken",
"Create Purchase Invoice","Inkoopfactuur maken",
"Create Sale","Verkoop Aanmaken",
"Create Sales Invoice","Verkoopfactuur maken",
"Create a demo company to try out LiveBooks Desktop",,
"Create a new company and store it on your computer","Maak een nieuw bedrijf en sla het op uw computer op",
"Create a new company or select an existing one from your computer","Maak een nieuw bedrijf aan of selecteer een bestaand bedrijf op uw computer",
"Create a new entry of the same type as the List View","Maak een nieuw item van hetzelfde type als de lijstweergave",
"Create all due",,
"Create new ${0} entry?","Nieuwe ${0} invoer aanmaken?",
"Create your first purchase invoice from the created supplier","Maak uw eerste inkoopfactuur van de aangemaakte leverancier",
"Create your first sales invoice for the created customer","Maak uw eerste verkoopfactuur voor de aangemaakte klant",
"Create: ${0}",,
Created,Aangemaakt,
"Created ${0} recurring payments",,
"Created 1 recurring payment",,
"Created At",,
"Created By","Aangemaakt Door",
"Created recurring payment",,
"Creating Items and Parties","Artikelen en Partijen Aanmaken",
"Creating Journal Entries","Journaalposten Aanmaken",
"Creating Purchase Invoices","Inkoopfacturen Aanmaken",
Credit,Krediet,
"Credit Card Entry","Kredietkaart Invoer",
"Credit Note",Kredietnota,
"Credit card",,
"Credit column (optional)",,
Creditors,Schuldeisers,
Currency,Valuta,
"Currency Name","Valuta Naam",
Current,Huidige,
"Current Assets","Lopende Activa",
"Current Liabilities","Kortlopende Schulden",
"Custom Field","Aangepast Veld",
"Custom Fields","Aangepaste Velden",
"Custom Form","Aangepast Formulier",
"Custom Hex","Aangepaste Hex",
Customer,Klant,
"Customer / vendor",,
"Customer Created","Klant Aangemaakt",
"Customer Currency","Klant Valuta",
"Customer has no loyalty points to redeem",,
Customers,Klanten,
"Customers & Suppliers",,
Customizations,Aanpassingen,
"Customize Form","Formulier Aanpassen",
"Customize your invoices by adding a logo and address details","Pas uw facturen aan door een logo en adresgegevens toe te voegen",
Daily,,
"Dark mode",,
Dashboard,Dashboard,
Data,Data,
"Data Sync Interval (In Minutes)",,
"Database Error","Database Fout",
Date,Datum,
"Date Format",Datumformaat,
"Date Time","Datum Tijd",
Day,Dag,
Days,,
Debit,Debet,
"Debit Note",Debetnota,
"Debit column (optional)",,
Debtors,Debiteuren,
December,December,
"Decrease print template display scale","De weergaveschaal van het afdruksjabloon verkleinen",
Default,Standaard,
"Default Account","Standaard Rekening",
"Default Cash Denominations","Standaard Geldwaarden",
"Default Location",Standaardlocatie,
Defaults,Standaarden,
Delete,Verwijder,
"Delete ${0}?","${0} verwijderen?",
"Delete Account","Account Verwijderen",
"Delete Failed","Verwijderen Mislukt",
"Delete Group","Groep Verwijderen",
"Delete Permanently",,
"Delete account",,
"Delete account and disconnect bank from Plaid?",,
"Delete and disconnect institution",,
"Delete this account?",,
"Deleted ${0} account(s).",,
"Deleted imported lines by mistake? Re-queue batches LiveBooks Cloud still has (typically within 90 days). This replays saved imports — it does not fetch brand-new bank history from Plaid or undo journals you posted. Then open Bank Account Activity for each mapped ledger account.",,
Delivered,Geleverd,
Denomination,Denominatie,
Deposit,,
"Deposits and income (match the deposits column on your statement).",,
Depreciation,Afschrijving,
"Depreciation Entry","Afschrijving Invoer",
Description,Beschrijving,
Details,Details,
"Device ID",,
"Device Id",,
"Device is offline. Please connect to a network to continue.",,
Difference,,
"Difference Amount","Verschil Bedrag",
"Direct Expenses","Directe Kosten",
"Direct Income","Directe Opbrengsten",
"Directory for database file ${0} does not exist, please select the file manually","Directory voor databasebestand ${0} bestaat niet, selecteer het bestand handmatig",
Disabled,Uitgeschakeld,
"Disabled (archived)",,
Disconnect,,
"Disconnect Feed",,
"Disconnect Feed pauses imports for that account. The mapping stays; use Reactivate feed to resume.",,
"Disconnect LiveBooks Cloud?",,
"Disconnect entire bank from Plaid?",,
"Disconnect feed",,
"Disconnect feed?",,
"Disconnect institution",,
"Disconnect this computer",,
"Disconnected from LiveBooks Cloud",,
"Disconnecting the last account for a bank removes the whole Plaid connection until you connect again.",,
"Discount Account",Kortingsrekening,
"Discount Account is not set.","Kortingsrekening is niet ingesteld.",
"Discount Amount",Kortingsbedrag,
"Discount Amount (${0}) cannot be greated than Amount (${1}).","Korting Bedrag (${0}) kan niet hoger zijn dan Bedrag (${1}).",
"Discount Percent",Kortingspercentage,
"Discount Percent (${0}) cannot be greater than 100.","Kortingspercentage (${0}) kan niet groter zijn dan 100.",
"Discount Percentage",,
"Discount Type",,
"Discounted Amount","Korting Bedrag",
Discounts,Kortingen,
Discrepancy,,
Dismiss,,
"Display Amount In Words",,
"Display Description In Invoice",,
"Display Doc","Doc Weergeven",
"Display Logo in Invoice","Logo Weergeven op Factuur",
"Display Precision","Getalnauwkeurigheid Weergeven",
"Display Precision should have a value between 0 and 9.","De nauwkeurigheid van de getallen moet een waarde tussen 0 en 9 hebben.",
"Display Scale","Schaal Weergeven",
"Display Terms and Conditions",,
"Display Time In Invoice",,
"Display Zoom",,
"Dividends Paid","Betaalde Dividenden",
"Do not Contact",,
"Doc ${0} ${1} not set","Doc ${0} ${1} niet ingesteld",
Docs,Docs,
Document,,
"Document Name",,
"Document No.",,
Documentation,Documentatie,
"Does Not Contain","Bevat Geen",
Done,Gedaan,
"Done. New files: ${0}",,
Dr.,Dr.,
"Dr. ${0}","Dr. ${0}",
Draft,Concept,
Duplicate,Duplicaat,
"Duplicate Entry","Dubbele Invoer",
"Duplicate Template","Duplicaat Sjabloon",
"Duplicate columns found: ${0}","Dubbele kolommen gevonden: ${0}",
"Duties and Taxes","Rechten en Taksen",
"Dynamic Link","Dynamische Link",
"ERP Sync Items",,
"ERPNext Sync Queue",,
"ERPNext Sync Settings",,
"Earnest Money",Waarborgsom,
Edit,,
Eight,,
Eighteen,,
Eighty,,
"Electronic Equipments","Elektronische Uitrusting",
Eleven,,
Email,"E-mail :",
"Email Address","E-mail Adres",
Empty,Leeg,
"Empty file selected","Leeg bestand geselecteerd",
"Empty payload",,
"Enable Barcodes","Barcodes Inschakelen",
"Enable Batches","Batches Inschakelen",
"Enable Coupon Code",,
"Enable Discount Accounting","Korting Berekenen Inschakelen",
"Enable ERPNext Sync",,
"Enable Form Customization","Formulieraanpassing Inschakelen",
"Enable Inventory","Inventarisatie Inschakelen",
"Enable Invoice Returns","Factuurretouren Inschakelen",
"Enable Item Enquiry",,
"Enable Item Group",,
"Enable Lead",,
"Enable Loyalty Program",,
"Enable Partial Payment",,
"Enable Partial payment to pay partial amount",,
"Enable Point of Sale","Point of Sale Inschakelen",
"Enable Price List","Prijslijst Inschakelen",
"Enable Pricing Rule",,
"Enable Serial Number","Serienummer inschakelen",
"Enable UOM Conversion","UOM-conversie inschakelen",
Enabled,Ingeschakeld,
"Enabled For","Ingeschakeld Voor",
"Ending balance",,
"Ending balance (target)",,
Endpoints,,
"Enter Country to load States","Voer het Land in om Staten te laden",
"Enter State","Staat Invoeren",
"Enter account name, opening date, and opening balance.",,
"Enter barcode","Barcode Invoeren",
"Enter the closing balance from your PDF (for example 5200.00).",,
"Enter the period end and closing balance from your bank PDF. After you import CSV lines below, the reconcile workbench compares line totals to this balance.",,
"Enter the statement end date and closing balance from your PDF.",,
"Enter the statement end date from your PDF.",,
"Enter weight barcode",,
"Enter your LiveBooks Cloud authenticator or backup code to continue.",,
"Enter your LiveBooks Cloud authenticator or backup code to link a bank account.",,
"Enter your LiveBooks Cloud authenticator or backup code to sync bank statements.",,
"Enter your LiveBooks Cloud authenticator or backup code to view bank feed status.",,
"Enter your statement details, then match withdrawals to Money out and deposits to Money in—the same layout as most bank PDFs.",,
"Entertainment Expenses","Kosten voor Ontspanning",
Entry,Toegang,
"Entry Currency","Toegang Valuta",
"Entry Label",Toegangslabel,
"Entry No","Toegang Nr",
"Entry No.","Toegang Nr.",
"Entry Type","Type Invoer",
"Entry has Grand Total ${0}. Please verify amounts.","Inschrijving heeft Totaal ${0}. Controleer bedragen.",
"Entry type",,
Equity,"Eigen vermogen",
Error,Fout,
"Exchange Gain/Loss",Wisselkoerswinsten/-verliezen,
"Exchange Rate",Wisselkoers,
"Exchange Rate Cache",,
"Exchange rate is unavailable offline. Connect to the internet or set the rate manually.",,
"Excise Entry","Accijns Invoer",
Exclude,,
Excluded,,
"Excluded count",,
"Excluded transactions stay out of your ledger and reconciliation math. Restore brings a row back to For Review.",,
"Existing Company","Bestaand Bedrijf",
Expand,Uitklappen,
"Expected Amount","Verwacht Bedrag",
Expense,Kosten,
"Expense Account",Onkostenrekening,
Expenses,Kosten,
"Expenses Included In Valuation","Kosten opgenomen in Waardering",
Expired,,
"Expiry Date",Vervaldatum,
"Expiry Duration",,
Export,Export,
"Export (CSV)",,
"Export Failed","Export Mislukt",
"Export Format",Exportindeling,
"Export Successful","Export Gelukt",
"Export Wizard","Wizard Exporteren",
"External id",,
"FBooks Integration Version",,
Failed,Mislukt,
"Failed to finish reconcile.",,
"Failed to load batches",,
Fax,Fax,
Features,Eigenschappen,
February,Februari,
"Feed disconnected for this account. Other accounts at this institution may keep syncing.",,
"Feed paused — reactivate to import again",,
"Feed reactivated. Imports will resume on the next sync.",,
"Feed version",,
"Feed window",,
"Fetch Data From ERPNext",,
"Fetch From ERPNext Queue",,
Field,Veld,
Fieldname,Veldnaam,
"Fieldname ${0} already exists for ${1}","Veldnaam ${0} bestaat al voor ${1}",
"Fieldname ${0} already used for Custom Field ${1}","Veldnaam ${0} al gebruikt voor Aangepast Veld ${1}",
Fieldtype,Veldtype,
Fifteen,,
Fifty,,
"File ${0} does not exist.","Bestand ${0} bestaat niet.",
"File selection failed","Bestandsselectie mislukt",
"Fill date, payee, category, and a non-zero amount.",,
Filter,Filter,
"Filter by Group",,
"Finish Reconcile",,
"Fiscal Year",Boekjaar,
"Fiscal Year End Date","Einddatum Boekjaar",
"Fiscal Year Start Date","Begindatum Boekjaar",
Five,,
"Fix Failed","“Herstel Mislukt”",
"Fixed Asset","Vaste Activa",
"Fixed Assets","Vaste Activa",
Float,Zwevend,
Floor,,
"Following cells have errors: ${0}.","De volgende cellen hebben fouten: ${0}.",
"Following links do not exist: ${absentLinks .map((l) =>","De volgende koppelingen bestaan niet: ${absentLinks .map((l) =>",
Font,Lettertype,
"For Purchase","Te Koop",
"For Review",,
"For Sales","Voor Verkoop",
"Forbidden Error","Verboden Fout",
"Form Section","Formulier Sectie",
"Form Tab","Tabblad Vorm",
"Form Type","Type Formulier",
Forty,,
Four,,
Fourteen,,
Fr,Fr,
Fraction,Fractie,
"Fraction Units","Fractie Eenheden",
"Free Item",,
"Free item ""${0}"" was not added due to zero quantity",,
"Free items out of stock: ${0}",,
"Freight and Forwarding Charges","Vracht- en Expeditiekosten",
Frequency,,
From,Van,
"From Account","Van Rekening",
"From Account and To Account cannot be the same.",,
"From Date","Van Datum",
"From Lead",,
"From Loc.","Van Loc.",
"From Year","Van Jaar",
"From date",,
"From your last reconcile (locked).",,
"Full Name","Volledige Naam",
"Furnitures and Fixtures","Meubilair en Inrichting",
GST,GST,
"GSTIN No.","GSTIN Nr.",
GSTR1,GSTR1,
GSTR2,GSTR2,
"Gain/Loss on Asset Disposal","Winst/verlies op vervreemding van activa",
General,Algemeen,
"General Ledger","Algemeen Grootboek",
"Get Started","Aan de slag",
"Give feedback",,
Global,Wereldwijd,
"Go back to the previous page","Ga terug naar de vorige pagina",
"Got two minutes? Tell us what’s broken and whether you’d use encrypted cloud backup.",,
Gram,Gram,
"Grand Total","Groot Totaal",
"Greater Than","Groter dan",
Green,Groen,
"Grid View",,
"Group By","Groep Door",
"Group Deleted",,
HSN/SAC,HSN/SAC,
"HSN/SAC Code",HSN/SAC-code,
"Half Yearly",Halfjaarlijks,
"Half Years","Half Jaar",
"Has Batch","Heeft Partij",
"Has Serial Number","Heeft Serienummer",
"Height (in cm)","Hoogte (in cm)",
Held,,
"Held Button Colour",,
Help,Help,
"Hex Value",Hex-waarde,
"Hidden values will be visible on Print on.","Verborgen waarden worden zichtbaar bij Afdrukken.",
"Hide Get Started","Verberg Aan de slag",
"Hide Group Amounts","Verberg Groepsbedragen",
"Hide Month/Year","Verberg Maand/Jaar",
"Hide Unavailable Items",,
"Hide debit/credit and reference columns",,
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.","Verbergt de sectie Aan de slag uit de zijbalk. De wijziging wordt zichtbaar bij het opnieuw opstarten of verversen van de app.",
