31–60,,
61–90,,
91+,,
9888900000,9888900000,
"A submittable entry is deleted only if it is in the cancelled state.","En inlämningsbar post raderas endast om den befinner sig i annullerat tillstånd.",
"API Base URL",,
Account,Konto,
"Account ${0} does not exist.","Konto ${0} finns inte.",
"Account Deleted",,
"Account Entries",Kontoposter,
"Account Name",Kontonamn,
"Account Type",Kontotyp,
"Account archived and bank institution disconnected from Plaid.",,
"Account archived.",,
"Account archived. Other accounts at this bank may keep syncing.",,
"Account deleted and bank institution disconnected from Plaid.",,
"Account deleted.",,
"Account deleted. Other accounts at this bank may keep syncing.",,
"Account name",,
"Account not found.",,
Accounting,Redovisning,
"Accounting Entries",Redovisningsposter,
"Accounting Ledger Entry",Bokföringspost,
"Accounting Settings",Bokföringsinställningar,
Accounts,Konton,
"Accounts Payable","Konton som ska betalas",
"Accounts Payable Aging",,
"Accounts Payable Aging (invoice date)",,
"Accounts Receivable",Kundfordringar,
"Accounts Receivable Aging",,
"Accounts Receivable Aging (invoice date)",,
"Accounts that still have transactions or other links will be kept. If any remain, the group itself may not be deleted.",,
"Accumulated Depreciation","Ackumulerade avskrivningar",
"Ack failed",,
"Ack pending",,
Action,Atgärd,
Actions,,
Active,Aktiv,
Add,,
"Add Account","Lägg till konto",
"Add Customers","Lägg till kunder",
"Add Group","Lägg till grupp",
"Add Items","Lägg till objekt",
"Add Row","Lägg till rad",
"Add Suppliers","Lägga till leverantörer",
"Add Taxes","Lägga till skatter",
"Add a few customers to create your first sales invoice","Lägg till några kunder för att skapa din första försäljningsfaktura",
"Add a few suppliers to create your first purchase invoice","Lägg till några leverantörer för att skapa din första köpfaktura",
"Add a filter","Lägg till ett filter",
"Add a missing transaction",,
"Add a remark","Lägg till en anmärkning",
"Add attachment","Lägg till bilaga",
"Add invoice terms","Lägg till fakturavillkor",
"Add products or services that you buy from your suppliers","Lägg till produkter eller tjänster som du köper från dina leverantörer",
"Add products or services that you sell to your customers","Lägg till produkter eller tjänster som du säljer till dina kunder",
"Add quote terms",,
"Add transfer terms","Lägg till överföringsvillkor",
"Add'l Discounts","Ytterligare rabatter",
"Added to ledger as ${0}.",,
"Added to ledger.",,
"Additional ${0} Serial Numbers required for ${1} quantity of ${2}.","Ytterligare ${0} serienummer krävs för ${1} kvantitet av ${2}.",
"Additional quantity (${0}) required${1} to make outward transfer of item ${2} from ${3} on ${4}","Ytterligare kvantitet (${0}) krävs ${1} för att göra utåtriktad överföring av artikel ${2} från ${3} på ${4}",
Address,Adress,
"Address Display",Adressvisning,
"Address Line 1","Adressrad 1",
"Address Line 2","Adressrad 2",
"Address Name",Addressnamn,
"Adjust interface size in 10% steps",,
"Administrative Expenses","Administrativa kostnader",
Alert,,
All,Allt,
"Allow to bypass filters",,
Amount,Belopp,
"Amount (bank)",,
"Amount Paid","Utbetalat belopp",
"Amount must be greater than 0.",,
"Amount: ${0} and writeoff: ${1} is less than the total amount allocated to references: ${2}.","Belopp: ${0} och avskrivning: ${1} är mindre än det totala belopp som allokerats till referenser: ${2}.",
"Amount: ${0} is less than the total amount allocated to references: ${1}.","Belopp: ${0} är mindre än det totala belopp som tilldelats referenser: ${1}.",
Amounts,Belopp,
"An account with this name already exists.",,
"An entry is cancelled only if it is in the submitted state.","En post annulleras endast om den befinner sig i inlämnat tillstånd.",
"An entry is submitted only if it is submittable and is in the saved state.","En post är endast inlämnad om den är inlämningsbar och befinner sig i sparat tillstånd.",
"An error occurred.","Ett fel uppstod.",
And,,
Annual,,
"Applicable anywhere in LiveBooks Desktop",,
"Applicable when POS is open",,
"Applicable when Quick Search is open","Tillämpligt när Snabbsök är öppen",
"Applicable when Template Builder is open","Tillämpligt när Mallbyggaren är öppen",
"Applicable when a entry is open in the Form view or Quick Edit view","Tillämpligt när en post är öppen i Formulärvyn eller Snabbredigeringsvyn",
"Applicable when the List View of an entry type is open","Tillämpligt när en Listvy av en posttyp är öppen",
"Application of Funds (Assets)","Användning av medel (tillgångar)",
"Applied Coupon Codes",,
"Applied Items",,
"Applied count",,
Apply,,
"Apply Discount After Tax","Tillämpa rabatt efter skatt",
"Apply Price List",,
"Apply and view changes made to the print template","Tillämpa och visa ändringar i utskriftsmallen",
Applying,,
"Applying bank feed updates…",,
April,April,
"Archive account",,
"Archive account and disconnect bank from Plaid?",,
"Archive and disconnect institution",,
"Archive this account?",,
"Archived bank accounts stay in the ledger for history but are hidden from bank feeds and most pickers.",,
"Archiving hides ""${0}"" from your daily bank feeds and most pickers, but keeps your historical reports accurate. Unreviewed feed lines for this account will be marked excluded. Automatic imports for this Plaid sub-account stop; other linked accounts under ${1} can keep syncing.",,
"Archiving hides ""${0}"" from your daily bank feeds and most pickers, but keeps your historical reports accurate. Unreviewed feed lines for this account will be marked excluded. This is the last sub-account still syncing under ${1}; archiving will also disconnect the entire institution from Plaid until you connect the bank again.",,
"Archiving hides this account from your daily bank feeds and most pickers, but keeps your historical reports accurate. Unreviewed feed lines for this account will be marked excluded.",,
Arial,Arial,
"As Of Date",,
"As of",,
"Ascending Order","Stigande ordning",
Asset,Tillgång,
"Attach Image","Bifoga Bild",
Attachment,Bilaga,
"Attempt count",,
August,Augusti,
"Auth Token",,
"Auto Payments","Automatiska Betalningar",
"Auto Stock Transfer","Automatisk Lageröverföring",
"Auto-stage new Plaid batches into Bank Account Activity (For Review).",,
Autocomplete,Autokomplettering,
"Automatic updates are not enabled for this build.",,
"Available Loyalty Points",,
Back,Tillbaka,
"Back Reference",Bakreferens,
"Bad import data, could not read file.","Felaktig importdata, kunde inte läsa filen.",
Balance,Saldo,
"Balance Amount",Saldobelopp,
"Balance Sheet",Balansräkning,
"Balance as of today",,
Balanced,,
Bank,Bank,
"Bank Account Activity",,
"Bank Accounts",Bankkonton,
"Bank Entry",Bankpost,
"Bank Feed",,
"Bank Feed Settings",,
"Bank Name",Banknamn,
"Bank Overdraft Account","Övertrasseringskonto i bank",
"Bank Statement",,
"Bank Statement Line",,
"Bank account",,
"Bank account balance",,
"Bank account created, but the opening balance could not be posted: ${0}",,
"Bank account name",,
"Bank feed",,
"Bank feed catch-up paused",,
"Bank feed updates applied to For Review.",,
"Bank feeds paused — acknowledge old import batches in Desktop to resume.",,
"Bank feeds paused — open Desktop and acknowledge old import batches to resume.",,
"Bank institution disconnected from Plaid. You can still use manual CSV uploads.",,
"Bank linked. Accounts will appear below after a short sync.",,
"Bank reference",,
"Bank sync paused. Verify your identity in LiveBooks Online to resume downloading transactions.",,
Banking,,
Barcode,Streckkod,
"Barcode ${0} has an invalid length.",,
"Barcode must be exactly 12 digits.",,
"Base Grand Total","Bas Totalbelopp",
"Based On","Baserat på",
Batch,Sats,
"Batch ${0} does not belong to Item ${1}",,
"Batch ${0} only has ${1} quantity available but ${2} is required",,
"Batch Series",,
"Batch Series cannot contain the following characters: /, ?, &, =, %",,
"Batch not set for row ${0}.","Sats inte inställd för rad ${0}.",
"Batch public id",,
"Batch set for row ${0}.","Sats inställd för rad ${0}.",
"Beginning balance",,
"Beginning balance does not match your last closed reconciliation. A reconciled transaction may have been edited or deleted.",,
"Beginning balance may be off",,
Bill,,
"Bill Created","Räkning skapad",
Billing,Debitering,
Billion,,
Bills,,
Black,Svart,
Blue,Blå,
"Book Id",,
"Book id",,
Both,Både,
"Both From and To Location cannot be undefined","Både From och To Location kan inte vara odefinierade",
Buildings,Byggnader,
"Can Change Discount",,
"Can Change Rate",,
Cancel,Avbryt,
"Cancel ${0}?","Avbryt ${0}?",
"Cancel Button Colour",,
"Cancel or Delete an entry.","Avbryt eller Radera en post.",
Cancelled,Avbruten,
"Cannot Commit Error","Kan inte göra åtagande fel",
"Cannot Delete","Kan inte radera",
"Cannot Delete Account","Kan inte radera konto",
"Cannot Export","Kan inte exportera",
"Cannot Import","Kan inte importera",
"Cannot Move",,
"Cannot Open File","Kan inte öppna fil",
"Cannot add an item to a submitted invoice.",,
"Cannot cancel ${0} ${1} because of the following ${2}: ${3}","Kan inte avbryta ${0} ${1} på grund av det följande ${2}: ${3}",
"Cannot cancel ${0} because of the following ${1}: ${2}","Kan inte avbryta ${0} på grund av det följande ${1}: ${2}",
"Cannot delete ""${0}"" because it has linked ledger entries or other references.",,
"Cannot delete ${0} ""${1}"" because of linked entries.","Kan inte radera ${0} ”${1}” på grund av länkade poster.",
"Cannot make recurring",,
"Cannot open file","Kan inte öppna fil",
"Cannot perform operation.","Kan inte utföra operationen.",
"Cannot read file","Kan inte läsa fil",
"Capital Equipments",Kapitalutrustning,
"Capital Stock",Aktiekapital,
Cash,Kontanter,
"Cash Denominations",Kontantvalörer,
"Cash Entry",Kontantpost,
"Cash In Denominations",,
"Cash In Hand","Pengar i handen",
Cashflow,Kassaflöde,
Category,,
"Category is required.",,
Ceil,,
"Central Tax","Central skatt",
"Change File","Ändra Fil",
"Change Ref Type","Ändra Referenstyp",
"Changes made to settings will be visible on reload.","Ändringar som görs i inställningarna kommer att synas vid omladdning.",
Chargeable,Debiterbar,
"Chart Of Accounts Reviewed","Kontoplanen granskad",
"Chart of Accounts",Kontoplan,
"Chart of accounts (bank)",,
Check,Kontrollera,
"Check Digits",,
"Check for updates",,
"Checked in the reconcile workbench for this session.",,
"Checking for updates…",,
"Check Register",,
"Choose a chart of accounts bank account before saving.",,
"City / Town","Stad / Ort",
Classic,,
Clear,Rensa,
"Clear Synced Data From ERPNext SyncQueue",,
"Clearance Date","Datum för godkännande",
"Clearance Date not set.",,
Cleared,,
"Cleared balance",,
"Click Refresh to retry. If retries keep failing, contact support.",,
"Clicking continue will remove all the selected items.",,
"Client Seq",,
Close,Stäng,
"Close LiveBooks Desktop and try manually.",,
"Close POS Shift","Stäng POS Skift",
"Close Quick Search","Stäng Snabbsök",
Closed,,
"Closed at",,
Closing,Avslutande,
"Closing ${0} Amount can not be negative.","Avslutande ${0} Beloppet kan inte vara negativt.",
"Closing (Cr)","Avslutande Kredit",
"Closing (Dr)","Avslutande Debitering",
"Closing Amount","Avslutande Belopp",
"Closing Amounts",,
"Closing Cash",,
"Closing Cash In Denominations","Utgående kontanter i valörer",
"Closing Date","Avslutande Datum",
"Closing balance on your statement (the target).",,
"Online statement id",,
Collapse,Kollapsa,
"Collection Factor",,
"Collection Rules",,
Color,Färg,
Colour,,
"Column mapping",,
"Commission on Sales","Provision på försäljning",
Common,Allmänning,
Company,Företag,
"Company Logo",Företagslogotyp,
"Company Name",Företagsnamn,
"Company Setup",Företagsinställning,
"Company file moved to ${0}.",,
"Company file moved to ${0}. The previous file could not be retired — please remove or rename it manually so it is not opened as a second copy.",,
Completed,Avslutad,
Condition,Skick,
"Connect Banks via Plaid",,
"Connection broken — sign in again.",,
"Connection healthy",,
"Consolidate Columns","Slå samman kolumner",
Contact,,
Contacts,Kontakter,
Contains,Innehåller,
"Content hash",,
Continue,,
"Continue submitting Invoice?",,
"Continue submitting Sales Invoice?","Fortsätta skicka försäljningsfaktura?",
"Contra Entry",Kontrapost,
"Conversion Error",Konverteringsfel,
"Conversion Factor",Konverteringsfaktor,
Converted,,
"Cost Of Goods Sold Acc.","Kostnad för sålda varor Ackumulerat",
"Cost of Goods Sold","Kostnad för sålda varor",
"Could not add transaction.",,
"Could not check for updates.",,
"Could not connect to database file ${0}, please select the file manually","Kunde inte ansluta till databasfilen ${0}, vänligen välj filen manuellt",
"Could not disconnect bank feeds in LiveBooks Online. The local company file will still be deleted.",,
"Could not open the company at ${0}. Please reopen it from the company list.",,
"Could not re-fetch prior bank batches. Upload a CSV/OFX if history is missing.",,
"Could not reach the update server. Check your connection and try again.",,
"Could not reactivate feed.",,
"Could not resolve your Online book for this company file.",,
"Could not save bank connection.",,
"Could not start Plaid Link.",,
"Couldn't find a parent account in the chart of accounts. Add a Bank Accounts (or Liability) group first.",,
"Couldn't finish setting up the bank account.",,
"Couldn't load transactions.",,
"Couldn't save the bank account. Please try again.",,
"Couldn't save the bank account: ${0}",,
"Couldn't save the statement. Please try again.",,
Count,Antal,
"Counter Cash Account","Konto för motkontanter",
Country,Land,
"Country Code",Landskod,
"Country code used to initialize regional settings.","Landskod som används för att initiera regionala inställningar.",
"Coupon ${0} is not applicable for applied items.",,
"Coupon Code",,
"Coupon Name",,
Coupons,,
Courier,Kurir,
Cr.,Kredit,
"Cr. ${0}","Kredit ${0}",
Create,Skapa,
"Create Demo","Skapa demo",
"Create Payment.",,
"Create Purchase","Skapa köp",
"Create Purchase Invoice","Skapa köpsfaktura",
"Create Sale","Skapa försäljning",
"Create Sales Invoice","Skapa försäljningsfaktura",
"Create a demo company to try out LiveBooks Desktop",,
"Create a new company and store it on your computer","Skapa ett nytt företag och lagra det på din dator",
"Create a new company or select an existing one from your computer","Skapa ett nytt företag eller välj ett befintligt från din dator",
"Create a new entry of the same type as the List View","Skapa en ny post av samma typ som listvyn",
"Create all due",,
"Create new ${0} entry?","Skapa ny ${0}-post?",
"Create your first purchase invoice from the created supplier","Skapa ditt första köpfaktura från den skapade leverantören",
"Create your first sales invoice for the created customer","Skapa din första försäljningsfaktura för den skapade kunden",
"Create: ${0}",,
Created,Skapad,
"Created ${0} recurring payments",,
"Created 1 recurring payment",,
"Created At",,
"Created By","Skapad av",
"Created recurring payment",,
"Creating Items and Parties","Skapa objekt och parter",
"Creating Journal Entries","Skapa journalposter",
"Creating Purchase Invoices","Skapa köpfakturor",
Credit,Kredit,
"Credit Card Entry",Kreditkortspost,
"Credit Note",Kreditnotering,
"Credit card",,
"Credit column (optional)",,
Creditors,Borgenärer,
Currency,Valuta,
"Currency Name",Valutanamn,
Current,Nuvarande,
"Current Assets","Nuvarande tillgångar",
"Current Liabilities","Nuvarande skulder",
"Custom Field","Anpassat fält",
"Custom Fields","Anpassade fält",
"Custom Form","Anpassat Formulär",
"Custom Hex","Anpassat Hex",
Customer,Kund,
"Customer / vendor",,
"Customer Created","Kund skapad",
"Customer Currency",Kundvaluta,
"Customer has no loyalty points to redeem",,
Customers,Kunder,
"Customers & Suppliers",,
Customizations,Anpassningar,
"Customize Form","Anpassa Formulär",
"Customize your invoices by adding a logo and address details","Anpassa dina fakturor genom att lägga till en logotyp och adressuppgifter",
Daily,,
"Dark mode",,
Dashboard,Dashboard,
Data,Databas,
"Data Sync Interval (In Minutes)",,
"Database Error",Databasfel,
Date,Datum,
"Date Format",Datumformat,
"Date Time","Datum Tid",
Day,Dag,
Days,,
Debit,Debitering,
"Debit Note",Debiteringsanmärkning,
"Debit column (optional)",,
Debtors,Gäldenärer,
December,December,
"Decrease print template display scale","Minska skalan på utskriftsmallen",
Default,Standart,
"Default Account",Standardkonto,
"Default Cash Denominations","Standard valör",
"Default Location",Standardplats,
Defaults,Standards,
Delete,Radera,
"Delete ${0}?","Ta bort ${0}?",
"Delete Account","Radera konto",
"Delete Failed","Radera misslyckades",
"Delete Group","Radera grupp",
"Delete Permanently",,
"Delete account",,
"Delete account and disconnect bank from Plaid?",,
"Delete and disconnect institution",,
"Delete this account?",,
"Deleted ${0} account(s).",,
"Deleted imported lines by mistake? Re-queue batches LiveBooks Online still has (typically within 90 days). This replays saved imports — it does not fetch brand-new bank history from Plaid or undo journals you posted. Then open Bank Account Activity for each mapped ledger account.",,
Delivered,Levererad,
Denomination,Benämning,
Deposit,,
"Deposits and income (match the deposits column on your statement).",,
Depreciation,Avskrivning,
"Depreciation Entry","Avskrivningar Bokföring",
Description,Beskrivning,
Details,Detaljer,
"Device ID",,
"Device Id",,
"Device is offline. Please connect to a network to continue.",,
Difference,,
"Difference Amount","Skillnad I belopp",
"Direct Expenses",Direktutgifter,
"Direct Income",Direktinkomst,
"Directory for database file ${0} does not exist, please select the file manually","Mappen för databasfilen ${0} finns inte, vänligen välj filen manuellt",
Disabled,Inaktiverad,
"Disabled (archived)",,
Disconnect,,
"Disconnect Feed",,
"Disconnect Feed pauses imports for that account. The mapping stays; use Reactivate feed to resume.",,
"Disconnect LiveBooks Online?",,
"Disconnect entire bank from Plaid?",,
"Disconnect feed",,
"Disconnect feed?",,
"Disconnect institution",,
"Disconnect this computer",,
"Disconnected from LiveBooks Online",,
"Disconnecting the last account for a bank removes the whole Plaid connection until you connect again.",,
"Discount Account",Rabattkonto,
"Discount Account is not set.","Rabattkonto är inte inställt.",
"Discount Amount",Rabattbelopp,
"Discount Amount (${0}) cannot be greated than Amount (${1}).","Rabattbelopp (${0}) kan inte vara mer än belopp (${1}).",
"Discount Percent",Rabattprocent,
"Discount Percent (${0}) cannot be greater than 100.","Rabattprocent (${0}) kan inte vara större än 100.",
"Discount Percentage",,
"Discount Type",,
"Discounted Amount","Rabatterat belopp",
Discounts,Rabatter,
Discrepancy,,
Dismiss,,
"Display Amount In Words",,
"Display Description In Invoice",,
"Display Doc","Visa dokument",
"Display Logo in Invoice","Visa logotyp i faktura",
"Display Precision","Visa precision",
"Display Precision should have a value between 0 and 9.","Visningsprecision bör ha ett värde mellan 0 och 9.",
"Display Scale",Visningsskala,
"Display Terms and Conditions",,
"Display Time In Invoice",,
"Display Zoom",,
"Dividends Paid","Betalda Utdelningar",
"Do not Contact",,
"Doc ${0} ${1} not set","Dokument ${0} ${1} inte inställt",
Docs,Dokument,
Document,,
"Document Name",,
"Document No.",,
Documentation,Dokumentation,
"Does Not Contain","Innehåller inte",
Done,Färdig,
"Done. New files: ${0}",,
Dr.,Debit,
"Dr. ${0}","Debit ${0}",
Draft,Utkast,
Duplicate,Duplicera,
"Duplicate Entry","Duplicera post",
"Duplicate Template","Duplicera mall",
"Duplicate columns found: ${0}","Duplicerade kolumner hittades: ${0}",
"Duties and Taxes","Tullar och Skatter",
"Dynamic Link","Dynamisk länk",
"ERP Sync Items",,
"ERPNext Sync Queue",,
"ERPNext Sync Settings",,
"Earnest Money",Förskottsbetalning,
Edit,,
Eight,,
Eighteen,,
Eighty,,
"Electronic Equipments","Elektronisk utrustning",
Eleven,,
Email,E-post,
"Email Address",E-postadress,
Empty,Töm,
"Empty file selected","Tom fil vald",
"Empty payload",,
"Enable Barcodes","Aktivera Streckkoder",
"Enable Batches","Aktivera Batcher",
"Enable Coupon Code",,
"Enable Discount Accounting","Aktivera rabattredovisning",
"Enable ERPNext Sync",,
"Enable Form Customization","Aktivera formuläranpassning",
"Enable Inventory","Aktivera inventering",
"Enable Invoice Returns","Aktivera fakturareturer",
"Enable Item Enquiry",,
"Enable Item Group",,
"Enable Lead",,
"Enable Loyalty Program",,
"Enable Partial Payment",,
"Enable Partial payment to pay partial amount",,
"Enable Point of Sale","Aktivera PoS",
"Enable Price List","Aktivera prislista",
"Enable Pricing Rule",,
"Enable Serial Number","Aktivera serienummer",
"Enable UOM Conversion","Aktivera UOM-konvertering",
Enabled,Aktiverad,
"Enabled For","Aktiverad för",
"Ending balance",,
"Ending balance (target)",,
Endpoints,,
"Enter Country to load States","Ange land för att läsa in stater",
"Enter State","Ange Stat",
"Enter account name, opening date, and opening balance.",,
"Enter barcode","Ange streckkod",
"Enter the closing balance from your PDF (for example 5200.00).",,
"Enter the period end and closing balance from your bank PDF. After you import CSV lines below, the reconcile workbench compares line totals to this balance.",,
"Enter the statement end date and closing balance from your PDF.",,
"Enter the statement end date from your PDF.",,
"Enter weight barcode",,
"Enter your LiveBooks Online authenticator or backup code to continue.",,
"Enter your LiveBooks Online authenticator or backup code to link a bank account.",,
"Enter your LiveBooks Online authenticator or backup code to sync bank statements.",,
"Enter your LiveBooks Online authenticator or backup code to view bank feed status.",,
"Enter your statement details, then match withdrawals to Money out and deposits to Money in—the same layout as most bank PDFs.",,
"Entertainment Expenses",Underhållningskostnader,
Entry,Post,
"Entry Currency",Postvaluta,
"Entry Label",Postettikett,
"Entry No","Post Nu.",
"Entry No.","Post Nu.",
"Entry Type",Posttyp,
"Entry has Grand Total ${0}. Please verify amounts.","Posten har en totalsumma på ${0}. Vänligen verifiera beloppen.",
"Entry type",,
Equity,"Eget kapital",
Error,Fel,
"Exchange Gain/Loss",Valutakursvinster/förluster,
"Exchange Rate",Växlingskurs,
"Exchange Rate Cache",,
"Exchange rate is unavailable offline. Connect to the internet or set the rate manually.",,
"Excise Entry",Punktskattedeklaration,
Exclude,,
Excluded,,
"Excluded count",,
"Excluded transactions stay out of your ledger and reconciliation math. Restore brings a row back to For Review.",,
"Existing Company","Existerande företag",
Expand,Expandera,
"Expected Amount","Förväntat belopp",
Expense,Bekostnad,
"Expense Account",Utgiftskonto,
Expenses,Utgifter,
"Expenses Included In Valuation","Utgifter som ingår i värderingen",
Expired,,
"Expiry Date",Utgångsdatum,
"Expiry Duration",,
Export,Exportera,
"Export (CSV)",,
"Export Failed","Exporten misslyckades",
"Export Format",Exportformat,
"Export Successful","Exporten genomförd",
"Export Wizard",Exportguide,
"External id",,
"FBooks Integration Version",,
Failed,Misslyckades,
"Failed to finish reconcile.",,
"Failed to load batches",,
Fax,Fax,
Features,Funktioner,
February,Februari,
"Feed disconnected for this account. Other accounts at this institution may keep syncing.",,
"Feed paused — reactivate to import again",,
"Feed reactivated. Imports will resume on the next sync.",,
"Feed version",,
"Feed window",,
"Fetch Data From ERPNext",,
"Fetch From ERPNext Queue",,
Field,Fält,
Fieldname,Fältnamn,
"Fieldname ${0} already exists for ${1}","Fältnamn ${0} finns redan för ${1}",
"Fieldname ${0} already used for Custom Field ${1}","Fältnamn ${0} används redan för anpassat fält ${1}",
Fieldtype,Fälttyp,
Fifteen,,
Fifty,,
"File ${0} does not exist.","Filen ${0} finns inte.",
"File selection failed","Filval misslyckades",
"Fill date, payee, category, and a non-zero amount.",,
Filter,Filtrera,
"Filter by Group",,
"Finish Reconcile",,
"Fiscal Year",Räkenskapsår,
"Fiscal Year End Date","Räkenskapsår Startdatum",
"Fiscal Year Start Date","Räkneskapsår Slutdatum",
Five,,
"Fix Failed","Fix misslyckades",
"Fixed Asset",Anläggningstillgång,
"Fixed Assets",Anläggningstillgångar,
Float,,
Floor,,
"Following cells have errors: ${0}.","Följande celler har fel: ${0}.",
"Following links do not exist: ${absentLinks .map((l) =>","Följande länkar finns inte: ${absentLinks .map((l) =>",
Font,Typsnitt,
"For Purchase","För köp",
"For Review",,
"For Sales","För försäljning",
"Forbidden Error","Förbjudet fel",
"Form Section",Formulärssektion,
"Form Tab",Formulärsflik,
"Form Type",Formulärstyp,
Forty,,
Four,,
Fourteen,,
Fr,Fr,
Fraction,Fraktion,
"Fraction Units",Fraktionsenheter,
"Free Item",,
"Free item ""${0}"" was not added due to zero quantity",,
"Free items out of stock: ${0}",,
"Freight and Forwarding Charges","Frakt- och vidarebefordringsavgifter",
Frequency,,
From,Från,
"From Account","Från konto",
"From Account and To Account cannot be the same.",,
"From Date","Från datum",
"From Lead",,
"From Loc.","Från loc.",
"From Year","Från år",
"From date",,
"From your last reconcile (locked).",,
"Full Name","Fullständiga namn",
"Furnitures and Fixtures","Möbler och inventarier",
GST,,
"GSTIN No.",,
GSTR1,,
GSTR2,,
"Gain/Loss on Asset Disposal","Vinst/förlust vid avveckling av tillgångar",
General,Allmän,
"General Ledger",Huvudbok,
"Get Started","Kom igång",
"Give feedback",,
Global,Global,
"Go back to the previous page","Gå tillbaka till föregående sida",
"Got two minutes? Tell us what’s broken and whether you’d use encrypted Online backup.",,
Gram,Gram,
"Grand Total",Totalbelopp,
"Greater Than","Större än",
Green,Grön,
"Grid View",,
"Group By","Gruppera efter",
"Group Deleted",,
HSN/SAC,,
"HSN/SAC Code","HSN/SAC -kod",
"Half Yearly",Halvårs-,
"Half Years",Halvår,
"Has Batch","Har Batch",
"Has Serial Number","Har serienummer",
"Height (in cm)","Höjd (cm)",
Held,,
"Held Button Colour",,
Help,Hjälp,
"Hex Value",Hexvärde,
"Hidden values will be visible on Print on.","Dolda värden kommer att synas på Print on.",
"Hide Get Started","Dölj Kom igång",
"Hide Group Amounts","Dölj gruppbelopp",
"Hide Month/Year","Dölj månad/år",
"Hide Unavailable Items",,
"Hide debit/credit and reference columns",,
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.","Gömmer avsnittet Kom igång från sidofältet. Ändringar kommer att synas vid omstart eller omladdning av appen.",
"History of cleared transactions. Click Undo to send a row back to For Review. If a row is already reconciled, you'll be warned before it can throw off your beginning balance.",,
"Hold Q and type digits to set selected item quantity",,
Hour,Timme,
Hundred,,
"I've verified — try again",,
ID,,
INR,,
"If any entry form is open, save the details. Otherwise, save the invoice.",,
"If any entry form is open, your entry will be canceled. Otherwise the selected items will be removed.",,
"Ignore Pricing Rule",,
"Ignore reason",,
Ignored,,
Image,Bild,
"Import CSV/OFX",,
"Import Complete","Import färdig",
"Import Data","Importera data",
"Import Data.","Importera data.",
"Import Lists (CSV)",,
"Import Type",Importtyp,
"Import Wizard",Importguide,
"Import accounts, customers, vendors, items, and other lists from a CSV file",,
"Import bank statement",,
"Import transactions",,
"Imported ${0} transaction(s).",,
"Imported at",,
"Imported lines land in For Review. Nothing posts until you Add or Match. If auto-staging is off in Bank Feed Settings, use Pull bank feed.",,
"Importer not set, reload tool","Importör inte inställd, ladda om verktyget",
"In progress",,
"In stock",,
Inactive,Inaktiv,
