"Could not re-fetch prior bank batches. Upload a CSV/OFX if history is missing.",,
"Could not reach the update server. Check your connection and try again.",,
"Could not reactivate feed.",,
"Could not resolve your cloud book for this company file.",,
"Could not save bank connection.",,
"Could not start Plaid Link.",,
"Couldn't find a parent account in the chart of accounts. Add a Bank Accounts (or Liability) group first.",,
"Couldn't finish setting up the bank account.",,
"Couldn't load transactions.",,
"Couldn't save the bank account. Please try again.",,
"Couldn't save the bank account: ${0}",,
"Couldn't save the statement. Please try again.",,
Count,,
"Counter Cash Account",,
Country,देश,
"Country Code","देश कोड",
"Country code used to initialize regional settings.","क्षेत्रीय सेटिङहरू प्रारम्भ गर्न प्रयोग गरिने देश कोड।",
"Coupon ${0} is not applicable for applied items.",,
"Coupon Code",,
"Coupon Name",,
Coupons,,
Courier,कुरियर,
Cr.,क्रे.,
"Cr. ${0}","क्रे. ${0}",
Create,"सिर्जना गर्नुहोस्",
"Create Demo","डेमो सिर्जना गर्नुहोस्",
"Create Payment.",,
"Create Purchase","खरिद सिर्जना गर्नुहोस्",
"Create Purchase Invoice","खरिद बीजक सिर्जना गर्नुहोस्",
"Create Sale","बिक्री सिर्जना गर्नुहोस्",
"Create Sales Invoice","बिक्री बीजक सिर्जना गर्नुहोस्",
"Create a demo company to try out LiveBooks Desktop",,
"Create a new company and store it on your computer","नयाँ कम्पनी बनाउनुहोस् र यसलाई आफ्नो कम्प्युटरमा भण्डार गर्नुहोस्",
"Create a new company or select an existing one from your computer","नयाँ कम्पनी सिर्जना गर्नुहोस् वा तपाइँको कम्प्युटरबाट अवस्थित एक छान्नुहोस्",
"Create a new entry of the same type as the List View","सूची भ्यू जस्तै समान प्रकारको नयाँ एन्ट्री सिर्जना गर्नुहोस्",
"Create all due",,
"Create new ${0} entry?","नयाँ ${0} एन्ट्री सिर्जना गर्ने?",
"Create your first purchase invoice from the created supplier","सिर्जना गरिएको आपूर्तिकर्ताबाट तपाईंको पहिलो खरिद बीजक सिर्जना गर्नुहोस्",
"Create your first sales invoice for the created customer","सिर्जना गरिएको ग्राहकको लागि तपाईंको पहिलो बिक्री बीजक सिर्जना गर्नुहोस्",
"Create: ${0}",,
Created,"सिर्जना गरियो",
"Created ${0} recurring payments",,
"Created 1 recurring payment",,
"Created At",,
"Created By","द्वारा सिर्जना गरिएको",
"Created recurring payment",,
"Creating Items and Parties","वस्तुहरू र पार्टीहरू सिर्जना गर्दै",
"Creating Journal Entries","जर्नल एन्ट्रीहरू सिर्जना गर्दै",
"Creating Purchase Invoices","खरिद बीजकहरू सिर्जना गर्दै",
Credit,क्रेडिट,
"Credit Card Entry","क्रेडिट कार्ड एन्ट्री",
"Credit Note","क्रेडिट नोट",
"Credit card",,
"Credit column (optional)",,
Creditors,ऋणीहरू,
Currency,मुद्रा,
"Currency Name","मुद्रा नाम",
Current,वर्तमान,
"Current Assets","चालु सम्पत्ति",
"Current Liabilities","चालु दायित्व",
"Custom Field","अनुकूलन फिल्ड",
"Custom Fields","अनुकूलन फिल्डहरू",
"Custom Form","अनुकूलन फारम",
"Custom Hex","अनुकूलन हेक्स",
Customer,ग्राहक,
"Customer / vendor",,
"Customer Created","ग्राहक सिर्जना गरियो",
"Customer Currency","ग्राहक मुद्रा",
"Customer has no loyalty points to redeem",,
Customers,ग्राहकहरु,
"Customers & Suppliers",,
Customizations,अनुकूलनहरू,
"Customize Form","फारम अनुकूलित गर्नुहोस्",
"Customize your invoices by adding a logo and address details","लोगो र ठेगाना विवरणहरू थपेर आफ्नो बीजकहरू अनुकूलित गर्नुहोस्",
Daily,,
"Dark mode",,
Dashboard,ड्यासबोर्ड,
Data,डाटा,
"Data Sync Interval (In Minutes)",,
"Database Error","डाटाबेस त्रुटि",
Date,मिति,
"Date Format","मिति ढाँचा",
"Date Time","मिति समय",
Day,दिन,
Days,,
Debit,डेबिट,
"Debit Note","डेबिट नोट",
"Debit column (optional)",,
Debtors,ऋणीहरू,
December,डिसेम्बर,
"Decrease print template display scale","प्रिन्ट टेम्प्लेट डिस्प्ले स्केल घटाउनुहोस्",
Default,पूर्वनिर्धारित,
"Default Account","पूर्वनिर्धारित खाता",
"Default Cash Denominations",,
"Default Location","पूर्वनिर्धारित स्थान",
Defaults,पूर्वनिर्धारितहरू,
Delete,मेटाउने,
"Delete ${0}?","${0} मेट्ने हो?",
"Delete Account","खाता मेटाउनुहोस्",
"Delete Failed","मेटाउन सकिएन",
"Delete Group","समूह मेटाउनुहोस्",
"Delete Permanently",,
"Delete account",,
"Delete account and disconnect bank from Plaid?",,
"Delete and disconnect institution",,
"Delete this account?",,
"Deleted ${0} account(s).",,
"Deleted imported lines by mistake? Re-queue batches LiveBooks Cloud still has (typically within 90 days). This replays saved imports — it does not fetch brand-new bank history from Plaid or undo journals you posted. Then open Bank Account Activity for each mapped ledger account.",,
Delivered,"डेलिभर गरियो",
Denomination,,
Deposit,,
"Deposits and income (match the deposits column on your statement).",,
Depreciation,मूल्यह्रास,
"Depreciation Entry","मूल्यह्रास एन्ट्री",
Description,विवरण,
Details,विवरणहरू,
"Device ID",,
"Device Id",,
"Device is offline. Please connect to a network to continue.",,
Difference,,
"Difference Amount",,
"Direct Expenses","प्रत्यक्ष खर्च",
"Direct Income","प्रत्यक्ष आम्दानी",
"Directory for database file ${0} does not exist, please select the file manually","डाटाबेस फाइल ${0} को लागि डाइरेक्टरी अवस्थित छैन, कृपया फाइल म्यानुअल रूपमा छान्नुहोस्",
Disabled,असक्षम,
"Disabled (archived)",,
Disconnect,,
"Disconnect Feed",,
"Disconnect Feed pauses imports for that account. The mapping stays; use Reactivate feed to resume.",,
"Disconnect LiveBooks Cloud?",,
"Disconnect entire bank from Plaid?",,
"Disconnect feed",,
"Disconnect feed?",,
"Disconnect institution",,
"Disconnect this computer",,
"Disconnected from LiveBooks Cloud",,
"Disconnecting the last account for a bank removes the whole Plaid connection until you connect again.",,
"Discount Account","छुट खाता",
"Discount Account is not set.","छुट खाता सेट गरिएको छैन।",
"Discount Amount","छुट रकम",
"Discount Amount (${0}) cannot be greated than Amount (${1}).","छुट रकम (${0}) रकम (${1}) भन्दा बढी हुन सक्दैन।",
"Discount Percent","छुट प्रतिशत",
"Discount Percent (${0}) cannot be greater than 100.","छुट प्रतिशत (${0}) १०० भन्दा बढी हुन सक्दैन।",
"Discount Percentage",,
"Discount Type",,
"Discounted Amount","छुट रकम",
Discounts,छुटहरू,
Discrepancy,,
Dismiss,,
"Display Amount In Words",,
"Display Description In Invoice",,
"Display Doc","कागजात प्रदर्शन गर्नुहोस्",
"Display Logo in Invoice","बीजकमा लोगो प्रदर्शन गर्नुहोस्",
"Display Precision","प्रेसिजन प्रदर्शन गर्नुहोस्",
"Display Precision should have a value between 0 and 9.","डिस्प्ले प्रेसिजनको मान ० र ९ बीचको हुनुपर्छ।",
"Display Scale","डिस्प्ले स्केल",
"Display Terms and Conditions",,
"Display Time In Invoice",,
"Display Zoom",,
"Dividends Paid","लाभांश भुक्तान गरियो",
"Do not Contact",,
"Doc ${0} ${1} not set","कागजात ${0} ${1} सेट गरिएको छैन",
Docs,कागजात,
Document,,
"Document Name",,
"Document No.",,
Documentation,कागजात,
"Does Not Contain","समावेश गर्दैन",
Done,सकियो,
"Done. New files: ${0}",,
Dr.,डे.,
"Dr. ${0}","डे. ${0}",
Draft,मस्यौदा,
Duplicate,नक्कल,
"Duplicate Entry","नक्कल एन्ट्री",
"Duplicate Template","नक्कल टेम्प्लेट",
"Duplicate columns found: ${0}","नक्कल स्तम्भ फेला पर्यो: ${0}",
"Duties and Taxes","शुल्क र करहरू",
"Dynamic Link","डायनामिक लिङ्क",
"ERP Sync Items",,
"ERPNext Sync Queue",,
"ERPNext Sync Settings",,
"Earnest Money","अर्नेस्ट पैसा",
Edit,,
Eight,,
Eighteen,,
Eighty,,
"Electronic Equipments","इलेक्ट्रोनिक उपकरणहरू",
Eleven,,
Email,इमेल,
"Email Address","इमेल ठेगाना",
Empty,खाली,
"Empty file selected","खाली फाइल चयन गरियो",
"Empty payload",,
"Enable Barcodes","बारकोड सक्षम गर्नुहोस्",
"Enable Batches","ब्याचहरू सक्षम गर्नुहोस्",
"Enable Coupon Code",,
"Enable Discount Accounting","छुट लेखा सक्षम गर्नुहोस्",
"Enable ERPNext Sync",,
"Enable Form Customization","फारम अनुकूलन सक्षम गर्नुहोस्",
"Enable Inventory","इन्भेन्टरी सक्षम गर्नुहोस्",
"Enable Invoice Returns",,
"Enable Item Enquiry",,
"Enable Item Group",,
"Enable Lead",,
"Enable Loyalty Program",,
"Enable Partial Payment",,
"Enable Partial payment to pay partial amount",,
"Enable Point of Sale",,
"Enable Price List","मूल्य सूची सक्षम गर्नुहोस्",
"Enable Pricing Rule",,
"Enable Serial Number","क्रम संख्या सक्षम गर्नुहोस्",
"Enable UOM Conversion","UOM रूपान्तरण सक्षम गर्नुहोस्",
Enabled,"सक्षम गरियो",
"Enabled For","लागि सक्षम गरियो",
"Ending balance",,
"Ending balance (target)",,
Endpoints,,
"Enter Country to load States","राज्यहरू लोड गर्न देश प्रविष्ट गर्नुहोस्",
"Enter State","राज्य प्रविष्ट गर्नुहोस्",
"Enter account name, opening date, and opening balance.",,
"Enter barcode","बारकोड प्रविष्ट गर्नुहोस्",
"Enter the closing balance from your PDF (for example 5200.00).",,
"Enter the period end and closing balance from your bank PDF. After you import CSV lines below, the reconcile workbench compares line totals to this balance.",,
"Enter the statement end date and closing balance from your PDF.",,
"Enter the statement end date from your PDF.",,
"Enter weight barcode",,
"Enter your LiveBooks Cloud authenticator or backup code to continue.",,
"Enter your LiveBooks Cloud authenticator or backup code to link a bank account.",,
"Enter your LiveBooks Cloud authenticator or backup code to sync bank statements.",,
"Enter your LiveBooks Cloud authenticator or backup code to view bank feed status.",,
"Enter your statement details, then match withdrawals to Money out and deposits to Money in—the same layout as most bank PDFs.",,
"Entertainment Expenses","मनोरञ्जन खर्च",
Entry,प्रवेश,
"Entry Currency","एन्ट्री मुद्रा",
"Entry Label","एन्ट्री लेबल",
"Entry No","प्रवेश नं",
"Entry No.","प्रवेश नं.",
"Entry Type","एन्ट्री प्रकार",
"Entry has Grand Total ${0}. Please verify amounts.","एन्ट्रीमा कुल जम्मा ${0} छ। कृपया रकमहरू प्रमाणित गर्नुहोस्।",
"Entry type",,
Equity,इक्विटी,
Error,त्रुटि,
"Exchange Gain/Loss","विनिमय लाभ/हानि",
"Exchange Rate","विनिमय दर",
"Exchange Rate Cache",,
"Exchange rate is unavailable offline. Connect to the internet or set the rate manually.",,
"Excise Entry","अन्तःशुल्क प्रवेश",
Exclude,,
Excluded,,
"Excluded count",,
"Excluded transactions stay out of your ledger and reconciliation math. Restore brings a row back to For Review.",,
"Existing Company","Existing Company",
Expand,"विस्तार गर्नुहोस्",
"Expected Amount",,
Expense,खर्च,
"Expense Account","खर्च खाता",
Expenses,खर्च,
"Expenses Included In Valuation","मूल्याङ्कनमा समावेश खर्चहरू",
Expired,,
"Expiry Date","म्याद सकिने मिति",
"Expiry Duration",,
Export,"निर्यात गर्नुहोस्",
"Export (CSV)",,
"Export Failed","निर्यात असफल भयो",
"Export Format","ढाँचा निर्यात गर्नुहोस्",
"Export Successful","निर्यात सफल",
"Export Wizard","विजार्ड निर्यात गर्नुहोस्",
"External id",,
"FBooks Integration Version",,
Failed,असफल,
